x,y,guess,correct
強化ｶﾞﾗｽ厚さ12.0mm平面4.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,1
複層ガラスt282.0㎡以下FL8+A12+Low-E8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,1
LEa複層ｶﾞﾗｽLowe6+A12+FL66.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,1
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=153681×2800,透明フロート１５㍉,透明フロート１５㍉,1
複層ｶﾞﾗｽTG8+A12+TG8特寸4.0㎡以下,ﾍﾟｱｶﾞﾗｽ強化8+A12+強化8,ﾍﾟｱｶﾞﾗｽ強化8+A12+強化8,1
フロートガラスt=6.02.18㎡以下,透明フロート６㍉,透明フロート６㍉,1
複層ｶﾞﾗｽ合(ﾌﾛｰﾄt6+耐熱強化t8)+A10+LowEt12,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E12+A10+FL6+FR8(60),ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E12+A10+FL6+FR8(60),1
合せガラス厚8.02.00㎡以下T4+T4,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化4+強化4,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化4+強化4,1
耐熱強化ｶﾞﾗｽ厚さ6.5mm平面2.00㎡以下,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)６.５㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)６.５㍉,1
LEaAW-e2複層ｶﾞﾗｽLowe8+A12+FL8異形900×3900(3.3m2),異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8(L),異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,0
複層ｶﾞﾗｽLowE8+A12+FL8特寸2.0㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,1
鏡t6W2602×H1700,サンミラー６㍉･･･壁面／洗面,サンミラー６㍉･･･壁面／洗面,1
強化ｶﾞﾗｽt84.00m2以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
合わせｶﾞﾗｽ耐熱強化t8+強化t8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)耐熱強化8+強化8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)耐熱強化8+強化8,1
複層ガラスt242.00㎡以下C6+A12+C6,ﾍﾟｱｶﾞﾗｽFL6+A12+FL6,ﾍﾟｱｶﾞﾗｽFL6+A12+FL6,1
耐熱ガラスt8W1520×H3100,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)８㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)８㍉,1
ﾌﾛｰﾄｶﾞﾗｽ厚5340×869,透明フロート５㍉,透明フロート５㍉,1
フロートガラスt104.45㎡以下,透明フロート１０㍉,透明フロート１０㍉,1
強化ｶﾞﾗｽ厚12ﾉﾝｽﾘｯﾌﾟ加工1500×900,〈強化12ﾐﾘ1500×900(ﾉﾝｽﾘｯﾌﾟ加工)1枚〉,〈強化12ﾐﾘ1500×900(ﾉﾝｽﾘｯﾌﾟ加工)1枚〉,1
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=153400×2800,透明フロート１５㍉,透明フロート１５㍉,1
化粧鏡厚5.0W450×H1100,サンミラー５㍉･･･壁面／洗面,サンミラー５㍉･･･壁面／洗面,1
化粧鏡厚6W500×H500ｺｰﾅｰR加工,異形サンミラー６㍉･･･壁面／洗面,異形サンミラー６㍉･･･壁面／洗面,1
ガラスパーティションﾌﾛｰﾄｶﾞﾗｽt10,透明フロート１０㍉,透明フロート１０㍉,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6特寸4.45㎡以下,透明フロート６㍉,透明フロート６㍉,1
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=153463×2800,透明フロート１５㍉,透明フロート１５㍉,1
複層ｶﾞﾗｽLowE8+A12+T86.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+強化8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+強化8,1
ﾌﾛｰﾄｶﾞﾗｽ厚86.81m2以下,透明フロート８㍉,透明フロート８㍉,1
化粧鏡t=6枠:ｽﾃﾝﾚｽHLFB-3×25,サンミラー６㍉･･･壁面／洗面,サンミラー６㍉･･･壁面／洗面,1
網入みがき板ｶﾞﾗｽ厚さ10特寸2.18㎡以下,網入磨ガラス(ﾋｼ)１０㍉,網入磨ガラス(ﾋｼ)１０㍉,1
鏡t6W2300×H1500,サンミラー６㍉･･･壁面／洗面,サンミラー６㍉･･･壁面／洗面,1
鏡t6W2602×H1700,サンミラー６㍉･･･壁面／洗面,サンミラー６㍉･･･壁面／洗面,1
複層ガラスt32W1375×H3730FL10+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL10(L),ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL10(L),1
引違ｶﾞﾗｽ戸ﾌﾛｰﾄ厚5800×600,透明フロート５㍉,透明フロート５㍉,1
耐熱強化ｶﾞﾗｽ厚さ5.0mm2400×1400欠け:2400×860÷2(SW-607),ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)５㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)５㍉,1
複層ｶﾞﾗｽﾌﾛｰﾄt10+A10+LowEt8,ｻﾝﾊﾞﾗﾝｽLow-E8+A10+FL10,ｻﾝﾊﾞﾗﾝｽLow-E8+A10+FL10,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚3100×200,透明フロート３㍉,透明フロート３㍉,1
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=153345×2800,透明フロート１５㍉,透明フロート１５㍉,1
複層ｶﾞﾗｽﾌﾛ-ﾄt6+A6+ﾌﾛ-ﾄt62.0m2以下,ﾍﾟｱｶﾞﾗｽFL6+A6+FL6,ﾍﾟｱｶﾞﾗｽFL6+A6+FL6,1
ﾌﾛｰﾄｶﾞﾗｽt82.18m2以下,透明フロート８㍉,透明フロート８㍉,1
強化合わせガラスTG8+TG84.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化8+強化8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化8+強化8,1
強化合わせガラスTG8+TG84.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化8+強化8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化8+強化8,1
化粧鏡W300×H1150厚5.0防錆鏡,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,1
ﾌﾛｰﾄｶﾞﾗｽt8W150×H1800,透明フロート８㍉,透明フロート８㍉,1
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=152588×2800,透明フロート１５㍉,透明フロート１５㍉,1
ﾌﾛｽﾄｶﾞﾗｽ厚さ15.0mm特寸4.45㎡以下,フロストグラス（プレーン）１５㍉,フロストグラス（プレーン）１５㍉,1
複層ｶﾞﾗｽﾌﾛｰﾄt8+A12+ﾌﾛｰﾄt64.0m2以下,ﾍﾟｱｶﾞﾗｽFL6+A12+FL8,ﾍﾟｱｶﾞﾗｽFL6+A12+FL8,1
化粧鏡W400×H600厚5.0防錆鏡,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6.0mm特寸2.18㎡以下,透明フロート６㍉,透明フロート６㍉,1
強化ガラス厚12.02.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,1
複層ｶﾞﾗｽﾌﾛｰﾄt12+A12+ﾌﾛｰﾄt82.0m2以下,ﾍﾟｱｶﾞﾗｽFL8+A12+FL12,ﾍﾟｱｶﾞﾗｽFL8+A12+FL12,1
ﾌﾛｰﾄｶﾞﾗｽt124.45m2以下,透明フロート１２㍉,透明フロート１２㍉,1
強化ｶﾞﾗｽt106.00m2以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉,1
強化合わせガラスTG10+TG126.00㎡以上,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化10+強化12,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化10+強化12,1
複層ガラスt22W1130×H3548.6FL8+A6+FL8,ﾍﾟｱｶﾞﾗｽFL8+A6+FL8(L),ﾍﾟｱｶﾞﾗｽFL8+A6+FL8(L),1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚52.18㎡以下,透明フロート５㍉,透明フロート５㍉,1
ｽﾃﾝﾄﾞｸﾞﾗｽｶﾊﾞｰ強化ｶﾞﾗｽ厚さ6㎜平面2.0㎡以下W630×H1075,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,1
複層ｶﾞﾗｽFL5+A6+FL52.00m2以下,ﾍﾟｱｶﾞﾗｽFL5+A6+FL5,ﾍﾟｱｶﾞﾗｽFL5+A6+FL5,1
鏡t6W2543×H1700,サンミラー６㍉･･･壁面／洗面,サンミラー６㍉･･･壁面／洗面,1
耐熱ガラスt6.5W1375×H2050,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)６.５㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)６.５㍉,1
化粧鏡W300×H450厚5.0防錆鏡,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,1
合わせｶﾞﾗｽ強化t8+強化t8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化8+強化8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化8+強化8,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ8特寸4.45㎡以下,透明フロート８㍉,透明フロート８㍉,1
倍強度ガラスt=6.02.00㎡以下ｾﾗﾐｯｸﾌﾟﾘﾝﾄ,セラプリライト６㍉＜指定柄＞,セラプリライト６㍉＜指定柄＞,1
強化ガラスt=6.02.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,1
フロート板ガラス厚6.0W100×H950,透明フロート６㍉,透明フロート６㍉,1
耐熱強化ｶﾞﾗｽt82.00m2以下,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)８㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)８㍉,1
化粧鏡t5.0W1701.5×H1000,サンミラー５㍉･･･壁面／洗面,サンミラー５㍉･･･壁面／洗面,1
強化ガラスt=12.04.00㎡以下防護柵用,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ12特寸4.45㎡以下,透明フロート１２㍉,透明フロート１２㍉,1
Low-E複層ガラス厚22.02.00㎡以下Low-E6+A6+,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E6+A6+FL5+FL5(防音30),ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E6+A6+FL5+FL5(防音30),1
化粧鏡L1800×H1000,サンミラー５㍉･･･壁面／洗面,サンミラー５㍉･･･壁面／洗面,1
複層ガラスt24W1565×H3630FL8+A6+FL10,ﾍﾟｱｶﾞﾗｽFL8+A6+FL10(L),ﾍﾟｱｶﾞﾗｽFL8+A6+FL10(L),1
合わせｶﾞﾗｽ強化ｶﾞﾗｽ厚12+121500×900,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化12+強化12,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化12+強化12,1
フロートガラスt64.45㎡以下,透明フロート６㍉,透明フロート６㍉,1
フロートガラスt84.45㎡以下,透明フロート８㍉,透明フロート８㍉,1
複層ガラスt26W1500×H3450FL6+A12+Low-E8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL6,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL6,1
合わせｶﾞﾗｽﾌﾛ-ﾄt3+ﾌﾛ-ﾄt3W100×H1350,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL3+FL3,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL3+FL3,1
複層ｶﾞﾗｽT8+A8+T82.00m2以下,ﾍﾟｱｶﾞﾗｽ強化8+A8+強化8,ﾍﾟｱｶﾞﾗｽ強化8+A8+強化8,1
ﾌﾞﾗｲﾝﾄﾞ内蔵ｶﾞﾗｽﾌﾛｰﾄ6+ﾌﾞﾗｲﾝﾄﾞ+ﾌﾛｰﾄ5780×1100,〈ﾌﾞﾗｲﾝﾄﾞ内蔵ｶﾞﾗｽFL6+ﾌﾞﾗｲﾝﾄﾞ+FL5〉,〈ﾌﾞﾗｲﾝﾄﾞ内蔵ｶﾞﾗｽFL6+ﾌﾞﾗｲﾝﾄﾞ+FL5〉,1
Ｌｏｗ－Ｅ合わせ複層ガラスLow-E8+A6+(FL5+FL5),ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E8+A6+FL5+FL5(30ﾐﾙ),ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E8+A6+FL6+HS6(SG60)※,0
強化ｶﾞﾗｽt106.00m2以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉,1
複層ｶﾞﾗｽ合(ﾌﾛｰﾄt6+乳白色中間膜+耐熱強化t8)+A10+LowEt12,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E12+A10+FL6+FR8(乳60),ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E12+A10+FL6+FR8(乳60),1
免震装置用鏡防湿鏡:厚6W900×H900,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ６㍉･･･壁面／洗面,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ６㍉･･･壁面／洗面,1
複層ｶﾞﾗｽLowE6+A12+FL66.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,1
防犯合わせﾌｧｲﾔｰｶﾞﾗｽt5+t4180×1600,カラーラミセーフFL4+FR5(乳60),カラーラミセーフFL4+FR5(乳60),1
強化合わせガラスTG6+TG64.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化6+強化6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化6+強化6,1
ﾌﾛｰﾄｶﾞﾗｽt104.45m2以下,透明フロート１０㍉,透明フロート１０㍉,1
フロートガラスt62.18㎡以下,透明フロート６㍉,透明フロート６㍉,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚32.18㎡以下,透明フロート３㍉,透明フロート３㍉,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ8.0mm特寸2.18㎡以下,透明フロート８㍉,透明フロート８㍉,1
ﾌﾛｰﾄ合せｶﾞﾗｽ厚さ12+12H900,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL12+FL12H900,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL12+FL12H900,1
ﾌﾛｰﾄｶﾞﾗｽt5W1400×H500,透明フロート５㍉,透明フロート５㍉,1
複層ｶﾞﾗｽFTP5+A12+FL52.0㎡以下,ﾏｲﾎﾞｰｶﾍﾟｱ耐熱強化5+A12+FL5,ﾏｲﾎﾞｰｶﾍﾟｱ耐熱強化5+A12+FL5,1
ｶﾞﾗｽ手摺H1200平部強化ｶﾞﾗｽt15,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)15㍉H1200(ｶﾞﾗｽのみ),ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)15㍉H1200(ｶﾞﾗｽのみ),1
耐熱強化ｶﾞﾗｽt102.00m2以下,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)１０㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)１０㍉,1
耐熱強化ｶﾞﾗｽ厚82.00㎡以下,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)８㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)８㍉,1
Low-E複層ガラス厚32.02.00㎡以下Low-E8+A12+,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E8+A12+FL6+FL6(防音30),ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E8+A12+FL6+FL6(防音30),1
鏡t6W2500×H1500,サンミラー６㍉･･･壁面／洗面,サンミラー６㍉･･･壁面／洗面,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ5特寸2.18㎡以下,透明フロート５㍉,透明フロート５㍉,1
強化ｶﾞﾗｽ厚62.00m2以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,1
鏡張りW2750×H2400,ｻﾝﾐﾗｰ５㍉壁面／洗面分割前提,ｻﾝﾐﾗｰ５㍉壁面／洗面分割前提,1
合わせｶﾞﾗｽﾌﾛ-ﾄt3+ﾌﾛ-ﾄt3W100×H1350,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL3+FL3,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL3+FL3,1
複層ｶﾞﾗｽLE6+A12+FL5特寸4.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,1
合わせｶﾞﾗｽFL16(8+8)平面4.0㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL8+FL8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL8+FL8,1
複層ｶﾞﾗｽLowE8+A12+FL8特寸4.0㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,1
化粧鏡t5.0W1863×H900,サンミラー５㍉･･･壁面／洗面,サンミラー５㍉･･･壁面／洗面,1
姿見鏡W450×H2100厚5.0防錆鏡,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ15特寸4.45㎡以下,透明フロート１５㍉,透明フロート１５㍉,1
ﾌﾛｰﾄｶﾞﾗｽt52.18m2以下,透明フロート５㍉,透明フロート５㍉,1
複層ｶﾞﾗｽLE8+A12+HS8特寸2.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+HS8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+HS8,1
Low-E複層ガラス厚28.04.00㎡以下Low-E6+A12+,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E6+A12+FL5+FL5(防音30),ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E6+A12+FL5+FL5(防音30),1
強化ｶﾞﾗｽ厚62.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,1
複層ガラスt326.0㎡以下FL10+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL10,1
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=154440×1735,透明フロート１５㍉,透明フロート１５㍉,1
複層ｶﾞﾗｽLowE10+A12+FL124.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL12,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL12,1
複層ｶﾞﾗｽﾌﾛｰﾄt6+A10+LowEt5,ｻﾝﾊﾞﾗﾝｽLow-E5+A10+FL6,ｻﾝﾊﾞﾗﾝｽLow-E5+A10+FL6,1
合わせｶﾞﾗｽFL12(6+6)平面4.0㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,1
ﾌﾞﾗｲﾝﾄﾞ内蔵ｶﾞﾗｽﾌﾛｰﾄ6+ﾌﾞﾗｲﾝﾄﾞ+ﾌﾛｰﾄ5987×1100,〈ﾌﾞﾗｲﾝﾄﾞ内蔵ｶﾞﾗｽFL6+ﾌﾞﾗｲﾝﾄﾞ+FL5〉,〈ﾌﾞﾗｲﾝﾄﾞ内蔵ｶﾞﾗｽFL6+ﾌﾞﾗｲﾝﾄﾞ+FL5〉,1
防護柵強化ガラスt=10W700×H500取付金物:ｽﾃﾝﾚｽHL32φ,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉（ｶﾞﾗｽのみ）,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉（ｶﾞﾗｽのみ）,1
強化ｶﾞﾗｽ厚さ8㎜平面6.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
強化ｶﾞﾗｽt102.0m2以下(ﾋｰﾄｿｰｸ処理),ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉,1
防煙垂壁網入り磨き板ｶﾞﾗｽt6.8,網(線)入りｶﾞﾗｽ6.8ﾐﾘ,網(線)入りｶﾞﾗｽ6.8ﾐﾘ,1
合わせガラスFL10+FL102.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL10+FL10,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL10+FL10,1
LEa複層ｶﾞﾗｽLowe6+A12+HRT84.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+耐熱強化8,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+耐熱強化8,1
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=192779×2800,透明フロート１９㍉,透明フロート１９㍉,1
ｶﾞﾗｽ手摺平部W500×H1200強化合わせｶﾞﾗｽt15+12,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化12+強化15,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化12+強化15,1
強化ｶﾞﾗｽ厚さ12.0mm平面6.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,1
Ｌｏｗ－Ｅ合わせ複層ガラスLow-E8+A6+(FL6+CP･HS6),ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E8+A6+FL6+HS6(SG60)※,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E8+A6+FL6+HS6(SG60)※,1
複層ｶﾞﾗｽLowE12+A12+FL154.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E12+A12+FL15,ｻﾝﾊﾞﾗﾝｽLow-E12+A12+FL15,1
合わせｶﾞﾗｽﾌﾛ-ﾄt3+ﾌﾛ-ﾄt3W300×H1500,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL3+FL3,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL3+FL3,1
複層ｶﾞﾗｽ合(ﾌﾛｰﾄt6+乳白色中間膜+耐熱強化t8)+A10+LowEt12,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E12+A10+FL6+FR8(乳60),ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E12+A10+FL6+FR8(乳60),1
化粧鏡t5.0W2731.5×H1000,ｻﾝﾐﾗｰ５㍉壁面／洗面分割前提,ｻﾝﾐﾗｰ５㍉壁面／洗面分割前提,1
合せガラス厚16.02.00㎡以下T8+T8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化8+強化8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化8+強化8,1
大型鏡ｽﾃﾝﾚｽW2000×H2000,〈ｽﾃﾝﾚｽ製W2000×H20001枚〉,〈ｽﾃﾝﾚｽ製W2000×H20001枚〉,1
複層ｶﾞﾗｽFL10+A12+FL102.00m2以下,ﾍﾟｱｶﾞﾗｽFL10+A12+FL10,ﾍﾟｱｶﾞﾗｽFL10+A12+FL10,1
ガラススクリーンW15000×H2000強化合わせｶﾞﾗｽt=8+8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化8+強化8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化8+強化8,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6.0mm900×295(SD-301),透明フロート６㍉,透明フロート６㍉,1
化粧鏡360×1700×厚5,サンミラー５㍉･･･壁面／洗面,サンミラー５㍉･･･壁面／洗面,1
型板ｶﾞﾗｽt4W150×H150,型板ガラス４㍉,型板ガラス４㍉,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ12.0mm特寸2.18㎡以下,透明フロート１２㍉,透明フロート１２㍉,1
AD-1強化ｶﾞﾗｽ厚5150×2310,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)５㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)５㍉,1
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=153681×2800,透明フロート１５㍉,透明フロート１５㍉,1
強化型板ｶﾞﾗｽW850×H2600厚8.0,フロスト熱処理ガラス８㍉,フロスト熱処理ガラス８㍉,1
複層ｶﾞﾗｽLowE6+A12+FL6特寸6.0㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,1
